OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
VARISAT 1C & CELESTIS-21,2022-057AL,2024-08-16T21:04:06.835296,15.35335088,0.0008727,97.5878,356.9639,274.3764,85.6482,0,U,52766,999,12375,0.0012551,0.0004323,0
PLATFORM-1,2022-057AQ,2024-08-16T07:47:27.202560,15.31228022,0.0009319,97.5801,354.6176,272.5566,87.4608,0,U,52770,999,12360,0.0017904,0.00054319,0
OMNI-L2,2022-057AR,2024-08-16T06:11:13.955424,14.83397781,0.0014166,97.548,323.543,343.8417,16.2344,0,U,52771,999,12169,0.00089387,7.301e-05,0
GUARDIAN,2022-057AV,2024-08-16T17:37:37.552224,15.31308467,0.0006715,97.5797,353.4137,306.3433,53.7188,0,U,52775,999,12354,0.001272,0.00038561,0
GEESAT-1 01,2022-058A,2024-08-16T20:32:25.208448,14.90306581,0.0007465,49.9942,106.4806,116.342,243.8288,0,U,52785,999,11998,0.0012286,0.00011857,0
GEESAT-1 02,2022-058B,2024-08-16T21:14:46.742208,14.90317844,0.000381,50.0002,106.3742,120.0894,240.0426,0,U,52786,999,11998,0.0012114,0.00011687,0
GEESAT-1 03,2022-058C,2024-08-16T20:21:04.454208,14.90325168,0.000702,49.9883,105.9837,113.5248,246.6431,0,U,52787,999,11997,0.0012179,0.00011756,0
GEESAT-1 04,2022-058D,2024-08-16T19:06:01.510848,14.90314251,0.0002887,50.0045,106.8845,116.6765,243.4472,0,U,52788,999,11996,0.0012626,0.0001219,0
GEESAT-1 05,2022-058E,2024-08-16T19:27:01.600416,14.90323888,0.0005814,49.9881,105.7107,86.8304,273.3302,0,U,52789,999,11997,0.0012386,0.00011959,0
GEESAT-1 06,2022-058F,2024-08-16T19:48:50.390208,14.90319545,0.0005717,50.0058,106.4449,82.6802,277.4789,0,U,52790,999,11997,0.0011823,0.00011402,0
GEESAT-1 07,2022-058G,2024-08-16T20:10:44.040864,14.90308599,0.0006501,49.99,105.282,116.0343,244.1268,0,U,52791,999,11998,0.0011767,0.00011344,0
GEESAT-1 08,2022-058H,2024-08-16T19:16:43.129344,14.90310674,0.0006291,49.9933,105.3476,133.2223,226.9244,0,U,52792,999,11998,0.0012661,0.00012226,0
GEESAT-1 09,2022-058J,2024-08-16T19:59:43.878336,14.9032664,0.0008927,49.9986,105.9325,78.1435,282.0507,0,U,52793,999,12001,0.0011711,0.00011297,0
CZ-2C R/B,2022-058K,2024-08-16T12:42:50.535648,15.25119246,0.0078777,50.2037,304.2129,11.8347,348.4439,0,U,52794,999,12232,0.00086249,0.00023672,0
SELFIESAT,2022-057BC,2024-08-16T08:23:50.519328,15.78542444,0.0009558,97.5632,3.6473,275.5364,84.4812,0,U,53951,999,12419,0.0026236,0.00480332,0
YAOGAN-36 03A,2022-160A,2024-08-16T11:27:54.347040,15.23483134,0.0002641,34.9938,234.6062,286.5997,73.4427,0,U,54372,999,9584,0.0013524,0.00033165,0
YAOGAN-36 03B,2022-160C,2024-08-16T11:33:55.388448,15.23323252,0.0003817,34.9948,234.6548,201.4373,158.6182,0,U,54374,999,9580,0.0010468,0.00025516,0
YAOGAN-36 03C,2022-160E,2024-08-16T10:11:35.071872,15.23677499,0.0020965,35.003,231.4346,50.0096,310.2456,0,U,54376,999,9587,0.0013141,0.00032604,0
COSMOS 2564 [GLONASS-M],2022-161A,2024-08-16T14:34:43.286016,2.13102101,0.0011405,64.743,214.9634,225.4386,134.4786,0,U,54377,999,1336,0,9e-07,0
FREGAT R/B,2022-161B,2024-08-16T07:07:46.245792,2.08586862,0.0080549,64.6968,215.8621,130.103,230.6191,0,U,54378,999,1283,0,9.6e-07,0
COSMOS 2565,2022-163A,2024-08-16T19:35:54.103488,13.96677,0.0006509,67.1471,294.1499,261.9923,98.0423,0,U,54381,999,8729,9.9104e-05,6.2e-07,0
COSMOS 2566,2022-163C,2024-08-16T17:00:01.093536,13.97503608,0.0014163,67.1419,292.2433,250.837,109.1182,0,U,54383,999,8701,0.00019856,2.04e-06,0
JIAOTONG VDES,2022-164A,2024-08-16T20:10:59.215296,14.4528096,0.0009486,98.2984,254.9236,195.8508,164.2388,0,U,54588,999,8936,0.00031764,1.072e-05,0
KZ-11 R/B,2022-164B,2024-08-16T13:09:32.780448,15.47696658,0.0237464,98.299,336.811,134.0262,228.0825,0,U,54589,999,9424,0.00050735,0.00083662,4.0931e-06
GAOFEN-5 01A,2022-165A,2024-08-16T20:53:29.829696,14.57736824,0.0001374,98.1705,165.5105,113.0136,247.1207,0,U,54640,999,8991,0.00054177,2.43e-05,0
CZ-2D R/B,2022-165B,2024-08-16T17:52:26.893344,14.66835724,0.0034617,98.0835,166.7234,150.1949,210.1236,0,U,54641,999,9039,0.00047716,2.639e-05,0
ONEWEB-0527,2022-166A,2024-08-16T09:49:45.907968,13.21825076,0.0001784,87.9314,17.3334,98.6595,261.4741,0,U,54642,999,8305,0.00016338,8e-07,0
ONEWEB-0528,2022-166B,2024-08-16T09:58:50.927808,13.21826542,0.0001611,87.9317,17.321,96.7754,263.3563,0,U,54643,999,8306,0.00017789,8.6e-07,0
ONEWEB-0539,2022-166C,2024-08-16T19:56:05.902368,13.21825594,0.0001782,87.9321,17.2416,89.1041,271.0297,0,U,54644,999,8356,0.00014654,7.4e-07,0
ONEWEB-0540,2022-166D,2024-08-16T08:54:07.144992,13.21823345,0.0001779,87.9314,17.3477,86.3915,273.7423,0,U,54645,999,8304,0.00034274,1.55e-06,0
ONEWEB-0542,2022-166E,2024-08-16T09:15:41.433408,13.21828715,0.000209,87.932,17.3292,83.7679,276.3693,0,U,54646,999,8305,0.00031083,1.41e-06,0
ONEWEB-0545,2022-166F,2024-08-16T21:11:01.862016,13.21825025,0.0001772,87.9309,17.2456,79.4501,280.6832,0,U,54647,999,8355,0.00011027,5.9e-07,0
ONEWEB-0580,2022-166G,2024-08-16T09:38:25.411200,13.21823613,0.000214,87.9315,17.3144,83.1201,277.0177,0,U,54648,999,8306,7.112e-05,4.2e-07,0
ONEWEB-0582,2022-166H,2024-08-16T10:39:43.525728,13.21824828,0.0002322,87.9313,17.3411,82.5258,277.6139,0,U,54649,999,8304,0.0002232,1.05e-06,0
ONEWEB-0583,2022-166J,2024-08-16T09:06:37.143648,13.21825458,0.0001747,87.9313,17.3534,91.506,268.6274,0,U,54650,999,8304,0.0001941,9.3e-07,0
ONEWEB-0584,2022-166K,2024-08-16T09:36:08.356608,13.2182499,0.0001939,87.9317,17.3181,85.9638,274.1717,0,U,54651,999,8303,0.0001307,6.7e-07,0
ONEWEB-0585,2022-166L,2024-08-16T10:12:28.772928,13.21825609,0.0001759,87.9318,17.3231,97.8252,262.3082,0,U,54652,999,8304,0.00020667,9.8e-07,0
ONEWEB-0586,2022-166M,2024-08-16T12:19:38.601408,13.21828123,0.0001856,87.9311,17.3167,87.2826,272.852,0,U,54653,999,8305,0.00043375,1.92e-06,0
ONEWEB-0587,2022-166N,2024-08-16T08:55:15.660192,13.2182714,0.0001645,87.9311,17.2992,103.4926,256.6391,0,U,54654,999,8319,0.00032501,1.47e-06,0
ONEWEB-0589,2022-166P,2024-08-16T10:26:06.719136,13.21827639,0.0002519,87.9313,17.3196,77.8505,282.2911,0,U,54655,999,8306,0.00024933,1.16e-06,0
ONEWEB-0590,2022-166Q,2024-08-16T09:11:08.767104,13.21828563,0.0001868,87.9317,17.339,99.2402,260.8944,0,U,54656,999,8304,0.0002129,1.01e-06,0
